brand,models
alcatel,ot-s920
alcatel,ot-s320
alcatel,ot-s319
alcatel,ot-s218
alcatel,ot-s215a
alcatel,ot-s211
alcatel,ot-s210
alcatel,ot-s120
alcatel,ot-s107
alcatel,elle no 3
alcatel,ot-c825
alcatel,ot-c717
alcatel,ot-c707
alcatel,ot-c701
alcatel,ot-c700a
alcatel,ot-c507
alcatel,ot-e227
alcatel,ot-e225
alcatel,ot-e221
alcatel,ot-e207
alcatel,ot-e205
alcatel,ot-e201
alcatel,ot-e101
alcatel,lollipops
alcatel,ot-e220
alcatel,ot-e805
alcatel,ot-e230
alcatel,ot-c635
alcatel,ot-c630
alcatel,ot-e801
alcatel,ot-e100
alcatel,ot-c550
alcatel,ot-e265
alcatel,ot-e105
alcatel,ot-e260
alcatel,ot-c750
alcatel,ot-s853
alcatel,ot-s850
alcatel,ot-c560
alcatel,ot-c555
alcatel,ot-c552
alcatel,ot-c551
alcatel,ot-c656
alcatel,ot-c652
alcatel,ot-c651
alcatel,ot-e259
alcatel,ot-e256
alcatel,ot-e257
alcatel,ot-e160
alcatel,ot-e252
alcatel,ot-e159
alcatel,ot-e158
alcatel,ot-e157
alcatel,ot 757
alcatel,ot 355
alcatel,ot 156
alcatel,ot 155
alcatel,ot 153
alcatel,ot 756
alcatel,ot 557
alcatel,ot 565
alcatel,ot 556
alcatel,ot 835
alcatel,ot 735i
alcatel,ot 735
alcatel,ot 535
alcatel,ot 531
alcatel,ot 332
alcatel,ot 331
alcatel,ot 526
alcatel,ot 320
alcatel,ot 525
alcatel,ot 715
alcatel,ot 512
alcatel,ot 311
alcatel,ot 511
alcatel,ot 700
alcatel,ot 500
alcatel,ot 300
alcatel,ot view db @
alcatel,ot pocket
alcatel,ot view db
alcatel,ot max db
alcatel,ot easy db
alcatel,ot gum db
alcatel,ot club db
alcatel,ot com
alcatel,ot pro
alcatel,ot easy hf
alcatel,ot easy
alcatel,ot club
alcatel,ot club +
alcatel,ot max
alcatel,ot view
alcatel,hc 1000
alcatel,hc 800
allview,v2 viper s
allview,p9 energy mini
allview,p9 energy lite
allview,p9 energy
allview,p7 pro
allview,x3 soul style
allview,x3 soul plus
allview,x3 soul lite
allview,p6 energy lite
allview,ax501q
allview,viva h1001 lte
allview,v2 viper i4g
allview,v2 viper e
allview,p6 lite
allview,x3 soul pro
allview,x3 soul mini
allview,p8 energy pro
allview,p6 emagic
allview,p5 emagic
allview,p4 emagic
allview,x3 soul
allview,x2 soul style + platinum
allview,x2 soul style
allview,x2 soul lite
allview,v2 viper x+
allview,v2 viper x
allview,v2 viper
allview,v2 viper i
allview,p8 energy mini
allview,p5 pro
allview,ax4 nano plus
allview,viva c701
allview,p6 pro
allview,p8 energy
allview,p5 energy
allview,e4
allview,e4 lite
allview,e3 living
allview,a5 easy
allview,e2 jump
allview,e3 sign
allview,p4 life
allview,p5 life
allview,p6 energy
allview,viper e
allview,viper l
allview,v1 viper i4g
allview,v1 viper s4g
allview,x2 soul pro
allview,w1i
allview,w1s
allview,x2 xtreme
allview,p6 life
allview,c5 smiley
allview,c6 quad 4g
allview,e2 living
allview,twin x2
allview,p7 seon
allview,x1 xtreme mini
allview,x2 soul mini
allview,impera m
allview,impera s
allview,impera i
allview,a6 quad
allview,x2 soul
allview,p7 xtreme
allview,x1 xtreme
allview,v1 viper s
allview,wi10n pro
allview,wi8g
allview,wi7
allview,viva i10g
allview,viva h10 hd
allview,viva h10 lte
allview,viva h8 lte
allview,viva h7s
allview,viva h7 lte
allview,viva d8
allview,ax4 nano
allview,ax3 party
allview,viva i8
allview,viva q7 life
allview,3 speed quad hd
allview,city life
allview,2 speed quad
allview,city+
allview,viva h8
allview,viva q8
allview,start m7
allview,p6 quad plus
allview,a5 quad
allview,p5 symbol
allview,x1 soul mini
allview,x1 soul
allview,a4 duo
allview,a5 duo
allview,h2 qubo
allview,viper i v1
allview,viper v1
allview,p5 qmax
allview,p6 quad
allview,simply s5
allview,a4all
allview,p5 quad
allview,p6 stony
allview,p4 duo
allview,p5 mini
allview,p5 alldro
allview,p4 alldro
allview,p3 alldro
allview,p2 alldro
allview,p1 alldro
allview,l4 class
allview,m6 stark
amazon,fire hd 10
amazon,fire hd 8
amazon,fire 7
amazon,fire hdx 8.9
amazon,fire hd 7
amazon,fire hd 6
amazon,fire phone
amazon,kindle fire hdx 8.9
amazon,kindle fire hdx
amazon,kindle fire hd
amazon,kindle fire hd 8.9 lte
amazon,kindle fire hd 8.9
amazon,kindle fire
amoi,a9b
amoi,ca8
amoi,ca6
amoi,a90b
amoi,s6
apple,ipad pro 12.9
apple,ipad mini 4
apple,watch edition 42mm
apple,watch edition 38mm
apple,watch 42mm
apple,watch 38mm
apple,watch sport 42mm
apple,watch sport 38mm
apple,ipad air 2
apple,ipad mini 3
apple,iphone 6 plus
apple,iphone 6
apple,ipad air
apple,ipad mini 2
apple,iphone 5s
apple,iphone 5c
apple,ipad mini wi-fi
apple,ipad mini wi-fi + cellular
apple,ipad 4 wi-fi
apple,ipad 4 wi-fi + cellular
apple,iphone 5
apple,ipad 3 wi-fi + cellular
apple,ipad 3 wi-fi
apple,iphone 4s
apple,ipad 2 wi-fi + 3g
apple,ipad 2 wi-fi
apple,ipad 2 cdma
apple,iphone 4
apple,iphone 4 cdma
apple,ipad wi-fi + 3g
apple,ipad wi-fi
apple,iphone 3gs
apple,iphone 3g
apple,iphone x
apple,iphone xs
archos,50 titanium
archos,45 titanium
archos,40 titanium
asus,zenfone 3 deluxe 5.5 zs550kl
asus,zenpad z10 zt500kl
asus,zenwatch 3 wi503q
asus,zenpad 3s 10 z500m
asus,zenfone 3 max zc520tl
asus,zenfone 3 laser zc551kl
asus,zenfone 3 ze520kl
asus,zenfone pegasus 3
asus,zenpad z8
asus,zenfone 3 ultra zu680kl
asus,zenfone 3 deluxe zs570kl
asus,zenfone 3 ze552kl
asus,zenfone max zc550kl
asus,zenfone go zb450kl
asus,zenfone go zb452kg
asus,zenfone go zb551kl
asus,zenfone go t500
asus,zenfone go zc451tg
asus,live g500tg
asus,zenwatch 2 wi501q
asus,zenwatch 2 wi502q
asus,zenwatch wi500q
asus,zenfone 2 laser ze551kl
asus,zenfone zoom zx551ml
asus,zenpad 8.0 z380m
asus,zenpad 10 z300m
asus,zenpad 10 z300c
asus,zenfone go zc500tg
asus,zenfone 2 deluxe ze551ml
asus,zenfone 2 laser ze601kl
asus,zenfone 2 laser ze600kl
asus,zenfone 2 laser ze550kl
asus,zenfone 2 laser ze500kg
asus,zenfone 2 laser ze500kl
asus,zenpad 7.0 z370cg
asus,zenfone 2e
asus,pegasus 2 plus
asus,zenpad s 8.0 z580ca
asus,zenpad s 8.0 z580c
asus,zenpad 8.0 z380kl
asus,zenpad 8.0 z380c
asus,zenpad c 7.0 z170mg
asus,zenpad c 7.0
asus,zenfone selfie zd551kl
asus,zenfone 2 ze500cl
asus,zenfone 2 ze550ml
asus,zenfone 2 ze551ml
asus,fonepad 7 fe375cl
asus,zenfone c zc451cg
asus,fonepad 7 fe171cg
asus,zenfone zoom zx550
asus,pegasus
asus,zenfone 5 lite a502cg
asus,memo pad 10 me103k
asus,padfone x mini
asus,memo pad 7 me572cl
asus,memo pad 7 me572c
asus,zenfone 5 a500kl
asus,zenfone 4 a450cg
asus,memo pad 8 me581cl
asus,memo pad 8 me181c
asus,memo pad 7 me176c
asus,fonepad 8 fe380cg
asus,fonepad 7 fe375cxg
asus,fonepad 7 fe375cg
asus,transformer pad tf303cl
asus,transformer pad tf103c
asus,fonepad 7
asus,padfone x
asus,padfone s
asus,padfone infinity lite
asus,padfone e
asus,zenfone 6 a601cg
asus,zenfone 6 a600cg
asus,zenfone 5 a501cg
asus,zenfone 5 a500cg
asus,zenfone 4
asus,padfone mini 4g
asus,padfone mini
asus,transformer book trio
asus,padfone infinity 2
asus,memo pad 10
asus,memo pad 8 me180a
asus,google nexus 7
asus,fonepad note fhd6
asus,transformer pad tf701t
asus,memo pad fhd10
asus,memo pad hd7 8 gb
asus,memo pad hd7 16 gb
asus,fonepad
asus,padfone infinity
asus,memo pad smart 10
asus,memo pad me172v
asus,google nexus 7 cellular
asus,vivotab rt tf600t
asus,padfone 2
asus,transformer pad infinity 700 lte
asus,transformer pad infinity 700 3g
asus,transformer pad tf300tg
asus,transformer pad tf300t
asus,transformer pad infinity 700
asus,memo
asus,transformer prime tf700t
asus,transformer prime tf201
asus,padfone
asus,p835
asus,transformer tf101
asus,e600
asus,p565
asus,p552w
asus,p320
asus,m930
asus,p550
asus,p750
asus,p527
asus,z801
asus,j502
asus,v88i
asus,m530w
asus,p526
asus,j501
asus,p735
asus,z810
asus,p535
asus,p525
asus,p505
asus,m303
asus,m307
asus,m310
asus,v80
asus,v75
asus,v66
asus,v55
asus,zenfone pegasus 3s
at&t,quickfire
at&t,smt5700
at&t,mustang
at&t,8525
benefon,twig discovery pro
benefon,twig discovery
benefon,q
benefon,track
benefon,twin+
benefon,twin
benefon,esc!
benefon,io
benefon,vega
benq,s680c
benq,p50
benq,p31
benq,p30
benq,s700
benq,m300
benq,m100
benq,s670c
benq,s660c
benq,m775c
benq-siemens,sf71
benq-siemens,e52
benq-siemens,c32
benq-siemens,c31
benq-siemens,sl80
benq-siemens,al26
benq-siemens,a53
benq-siemens,sl91
benq-siemens,e81
benq-siemens,e71
benq-siemens,ef61
benq-siemens,m81
benq-siemens,a58
benq-siemens,a38
benq-siemens,ef71
benq-siemens,p51
benq-siemens,el71
benq-siemens,cl71
benq-siemens,cf61
benq-siemens,c81
benq-siemens,e61
benq-siemens,ef91
benq-siemens,s81
benq-siemens,ef51
benq-siemens,ef81
benq-siemens,s88
benq-siemens,s68
bird,d680
bird,d660
bird,m11
bird,m08
bird,s890
bird,s798
bird,s698
bird,s198
bird,s299
bird,mp300
bird,m19
bird,v109
bird,s799
bird,s699
bird,v79
bird,s1186
bird,s199
bird,s789
bird,v5510
bird,dv10
bird,s590
bird,s580
bird,a150
bird,a130
bird,a120
bird,v09
bird,s570
bird,sc24
bird,g118
bird,s1190
bird,s1180c
bird,s1160 plus
bird,s1160
bird,s788
bird,s288 plus
bird,s288
blackberry,style 9670
blackberry,curve 3g 9330
blackberry,curve 3g 9300
blackberry,torch 9800
blackberry,pearl 3g 9105
blackberry,pearl 3g 9100
blackberry,bold 9650
blackberry,bold 9700
blackberry,storm2 9520
blackberry,storm2 9550
blackberry,curve 8530
blackberry,curve 8520
blackberry,tour 9630
blackberry,curve 8900
blackberry,curve 8980
blackberry,storm3
blackberry,storm 9500
blackberry,storm 9530
blackberry,pearl flip 8230
blackberry,pearl flip 8220
blackberry,bold 9000
blackberry,volt
blackberry,pearl 8130
blackberry,pearl 8110
blackberry,pearl 8120
blackberry,curve 8330
blackberry,curve 8320
blackberry,curve 8310
blackberry,curve 8300
blackberry,8820
blackberry,8830 world edition
blackberry,8800
blackberry,pearl 8100
blackberry,7130g
blackberry,7130c
blackberry,7130v
blackberry,8707v
blackberry,8700c
blackberry,7100x
blackberry,7100t
blackberry,7100v
blackberry,7290
blackberry,7730
blackberry,7230
blackberry,6720
blackberry,6230
blackberry,curve touch
blackberry,porsche design p'9531
blackberry,a10
blackberry,curve touch cdma
blackberry,playbook 2012
blackberry,z20
blackview,s6
blackview,s8
blackview,p6000
blackview,a10
blackview,a7 pro
blackview,a7
blu,x link
blu,vivo xl3 plus
blu,vivo x
blu,studio j8m lte
blu,vivo one
blu,studio view xl
blu,dash l5 lte
blu,dash l4 lte
blu,grand 5.5 hd ii
blu,life one x3
blu,r2 plus
blu,studio g3
blu,grand m2 lte
blu,c5 lte
blu,grand m2
blu,c5
blu,s1
blu,grand xl lte
blu,touchbook m7
blu,studio pro
blu,studio g mini
blu,vivo 8
blu,studio j8
blu,studio j8 lte
blu,touchbook m7 pro
blu,grand mini
blu,r2 lte
blu,r2
blu,tank xtreme pro
blu,studio j1
blu,grand x lte
blu,grand xl
blu,studio j2
blu,studio mega
blu,r1 plus
blu,studio selfie lte
blu,life one x2 mini
blu,dash l3
blu,advance 4.0 l3
blu,vivo xl2
blu,vivo 5 mini
blu,grand max
blu,grand energy
blu,grand m
blu,grand x
blu,studio j5
blu,tank xtreme 5.0
blu,tank xtreme 4.0
blu,tank xtreme 2.4
blu,energy x plus 2
blu,studio max
blu,studio g2 hd
blu,life max
blu,advance 4.0 m
blu,dash xl
blu,dash g
blu,vivo 6
blu,studio xl2
blu,studio g max
blu,studio g plus hd
blu,life one x2
blu,vivo 5r
blu,pure xr
blu,studio g hd lte
blu,studio g2
blu,studio m lte
blu,studio c 8+8
blu,studio c 8+8 lte
blu,energy diamond
blu,diamond m
blu,energy m
blu,neo x lte
blu,r1 hd
blu,grand 5.5 hd
blu,energy diamond mini
blu,dash 4.5
blu,neo x mini
blu,energy xl
blu,touch book m7
blu,studio touch
blu,dash l2
blu,studio selfie 2
blu,neo xl
blu,neo x
blu,studio x8 hd
blu,energy jr
blu,advance 4.0 l2
blu,dash x2
blu,dash m2
blu,studio x mini
blu,life mark
blu,studio one plus
blu,studio one
blu,dash x plus lte
blu,energy x lte
blu,life xl
blu,studio 5.5 hd
blu,energy x 2
blu,neo x plus
blu,studio g hd
blu,studio m hd
blu,studio c hd
blu,vivo xl
blu,vivo 5
blu,life one x
blu,studio g plus
blu,dash x lte
blu,studio 7.0 lte
blu,dash l
blu,studio g lte
blu,dash m
blu,dash x
blu,studio energy 2
blu,dash x plus
blu,energy x
blu,pure xl
blu,vivo air lte
blu,studio xl
blu,life x8
blu,touchbook g7
blu,studio 7.0 ii
blu,studio c super camera
blu,vivo selfie
blu,energy x plus
blu,studio c 5 + 5 lte
blu,studio c 5 + 5
blu,life 8 xl
blu,studio 5.5c
blu,studio c
blu,advance 4.0 l
blu,selfie
blu,win hd lte
blu,win jr lte
blu,life one
blu,life one xl
blu,studio energy
blu,studio g
blu,studio x plus
blu,studio x
blu,vivo air
blu,studio 6.0 lte
blu,studio 5.0 hd lte
blu,studio mini lte
blu,studio 7.0
blu,sport 4.5
blu,life view 8.0
blu,life play mini
blu,dash music jr
blu,dash c music
blu,win jr
blu,win hd
blu,studio 5.0 c hd
blu,studio c mini
blu,studio 5.0 c
blu,studio 5.0 ce
blu,vivo iv
blu,life 8
blu,life pure xl
blu,studio 5.0 lte
blu,studio 6.0 hd
blu,neo 4.5
blu,neo 3.5
blu,studio 5.0 s ii
blu,studio 5.0 e
blu,studio 5.5 s
blu,life pure mini
blu,vivo 4.8 hd
blu,life view tab
blu,life play s
blu,life one m
blu,life play x
blu,life pure
blu,studio 5.0 ii
blu,advance 4.0
blu,life pro
blu,studio 5.5
blu,samba w
blu,samba tv
blu,jenny tv 2.8
blu,zoey
blu,dash 5.0
blu,dash music 4.0
blu,dash jr
blu,amour
blu,studio 5.3 s
blu,studio 5.0 s
blu,studio 5.0
blu,dash music
blu,diva x
blu,diva
blu,tattoo s
blu,life view
blu,life play
blu,studio 5.3 ii
blu,tank 4.5
blu,quattro 5.7 hd
blu,quattro 4.5 hd
blu,quattro 4.5
blu,hero ii
blu,dash 4.0
blu,dash 3.2
blu,brooklyn
blu,vivo 4.65 hd
blu,touch book 9.7
blu,touch book 7.0 plus
blu,touch book 7.0 lite
blu,dash 3.5
blu,elite 3.8
blu,dash
blu,hero
blu,jenny tv
blu,vivo 4.3
blu,tank
blu,jenny
blu,studio 5.3
blu,touch book 7.0
blu,neo pro
blu,neo xt
blu,neo
blu,deco pro
blu,deco xt
blu,deco
blu,deco mini
blu,electro
blu,spark
blu,deejay touch
blu,deejay flip
blu,tattoo mini
blu,samba elite
blu,samba jr
blu,lindy
blu,swing
blu,bar q
blu,magic
blu,touch
blu,diesel 3g
blu,deejay ii
blu,samba q
blu,ultra
blu,tango
blu,speed
blu,smart
blu,cubo
blu,flash
blu,samba mini
blu,samba
blu,tattoo
blu,tattoo tv
blu,disco2go ii
blu,deejay
blu,click
blu,brilliant
blu,slim tv
blu,tv2go lite
blu,tv2go
blu,texting 2 go
blu,ez2go
blu,kick
blu,vida1
blu,gol
blu,dual sim lite
bosch,909 dual s
bosch,909 dual
bosch,com 908
bosch,com 509
bosch,world 718
bosch,com 738
bosch,com 906
bosch,com 608
bosch,com 607
bosch,com 207
bq,aquaris x2 pro
bq,aquaris x2
bq,aquaris vs plus
bq,aquaris vs
bq,aquaris u2 lite
bq,aquaris u2
bq,aquaris v plus
bq,aquaris v
bq,aquaris x pro
bq,aquaris x
bq,aquaris u lite
bq,aquaris u
bq,aquaris u plus
bq,aquaris x5 plus
bq,aquaris e5s
bq,aquaris x5
bq,aquaris m5
bq,aquaris m5.5
bq,aquaris m4.5
bq,aquaris m10
casio,g'zone ca-201l
casio,g'zone commando
casio,g'zone ravine 2
casio,g'zone ravine
casio,g'zone brigade
cat,s32
cat,s52
cat,b35
cat,s41
cat,s31
cat,s61
cat,s60
cat,s30
cat,s40
cat,b30
cat,b15 q
cat,s50
cat,b15
cat,b100
cat,b25
celkon,q3000
celkon,a35k
celkon,a125
celkon,c7010
celkon,c5055
celkon,c9 jumbo
celkon,c7 jumbo
celkon,c6 star
celkon,c44 duos
celkon,c366
celkon,c619
celkon,c51
celkon,c340
celkon,c348+
celkon,c349+
celkon,c779
celkon,c66+
celkon,c44+
celkon,a64
celkon,a66
celkon,a9 dual
celkon,a 107+
celkon,c4040
celkon,arr35
celkon,ct 7
celkon,ct-888
celkon,c820
celkon,c720
celkon,s1
celkon,a40
celkon,ar50
celkon,ar40
celkon,ar45
celkon,a15
celkon,c7045
celkon,c605
celkon,c399
celkon,c76
celkon,c64
celkon,c63
celkon,monalisa 5
celkon,a112
celkon,a63
celkon,a60
celkon,a20
celkon,a10
celkon,c5050 star
celkon,c7030
celkon,a105
celkon,c349i
celkon,c297
celkon,c69
celkon,c67+
celkon,c74
celkon,ct-910+
celkon,a118
celkon,a107
celkon,a9+
celkon,a119q signature hd
celkon,a119 signature hd
celkon,ct-910
celkon,a87
celkon,a86
celkon,a69
celkon,a67
celkon,a98
celkon,a225
celkon,c7050
celkon,c7070
celkon,c44 star
celkon,c54
celkon,gc10
celkon,c3333
celkon,c356
celkon,c355
celkon,a75
celkon,a59
celkon,a220
celkon,a27
celkon,a79
celkon,a83
celkon,a77
celkon,ct 9
celkon,a200
celkon,c19
celkon,a900
celkon,a85
celkon,a22
celkon,ct 2
celkon,c52
celkon,c9 star
celkon,a89
celkon,ct 1
celkon,c24
celkon,c3000
celkon,a97i
celkon,a19
celkon,c607
celkon,c262
celkon,c360
celkon,c359
celkon,c350
celkon,a97
celkon,a95
celkon,a90
celkon,a99+
celkon,c770n
celkon,c705
celkon,c606
celkon,c570
celkon,c504
celkon,c206
celkon,c203
celkon,c17
celkon,c75
celkon,i4
celkon,a7
celkon,a88
celkon,c770 dj
celkon,c769
celkon,c349
celkon,c337
celkon,c260
celkon,c70
celkon,c55
celkon,a9
celkon,a99
celkon,c3030
celkon,c90
celkon,c909
celkon,c60
celkon,c305
celkon,c220
celkon,c303
celkon,c201
celkon,c202
celkon,c404
celkon,c5050
celkon,c227
celkon,i9
celkon,c2010
celkon,c207
celkon,a1
celkon,c609
celkon,c102
celkon,c77
celkon,c100
celkon,c555
celkon,c205
celkon,c44
celkon,c101
celkon,c33
celkon,c550
celkon,c66
celkon,c339
celkon,c10
celkon,c770
celkon,c20
celkon,c369
celkon,c88
celkon,c2000
celkon,c007
celkon,c999
celkon,c777
celkon,c1
celkon,c444
celkon,c2
celkon,c225
celkon,c111
celkon,c99
celkon,c3
celkon,c669
celkon,c9
celkon,c11
celkon,c333
celkon,c6
celkon,c509
celkon,c5
celkon,c7
celkon,c22
celkon,c347
celkon,c357
celkon,c367
celkon,c409
celkon,c449
celkon,c517
celkon,c567
celkon,c747
celkon,c867
chea,a90
chea,jms-110
chea,328
chea,318
chea,308
chea,228
chea,218
chea,208
chea,198
chea,188
chea,178
chea,168
coolpad,legacy 5g
coolpad,legacy
coolpad,cool 5
coolpad,cool 3 plus
coolpad,cool play 8
coolpad,mega 5a
coolpad,note 6
coolpad,cool 2
coolpad,cool play 6
coolpad,cool m7
coolpad,nx1
coolpad,defiant
coolpad,note 5 lite
coolpad,cool1 dual
coolpad,conjr
coolpad,cool s1
coolpad,note 3s
coolpad,mega 3
coolpad,note 5
coolpad,modena 2
coolpad,mega
coolpad,torino
coolpad,note 3 plus
coolpad,max
coolpad,porto s
coolpad,torino s
coolpad,note 3 lite
coolpad,roar
coolpad,note 3
coolpad,shine
coolpad,modena
coolpad,porto
coolpad,3632
dell,venue 10 7000
dell,venue 8 7000
dell,venue 8
dell,venue 7 8 gb
dell,venue 7
dell,xps 10
dell,streak pro d43
dell,streak 10 pro
dell,streak 7
dell,streak 7 wi-fi
dell,venue
dell,xcd35
dell,xcd28
dell,smoke
dell,flash
dell,venue pro
dell,streak
dell,aero
dell,mini 3i
dell,mini 3ix
emporia,glam
emporia,flip basic
emporia,eco
emporia,click plus
emporia,essence plus
emporia,solid plus
emporia,care plus
emporia,elegance plus
emporia,elegance
emporia,connect
emporia,click
emporia,talk comfort plus
emporia,talk comfort
emporia,rl1
emporia,talk premium
energizer,energy 400
energizer,energy 240
energizer,energy 200
energizer,energy 100
energizer,energy e401
energizer,energy e551s
energizer,hardcase h242s
energizer,hardcase h591s
energizer,ultimate u570s
energizer,ultimate u620s
energizer,ultimate u630s pop
energizer,ultimate u650s
ericsson,r600
ericsson,t68
ericsson,t66
ericsson,t65
